time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-04-26T04:25:58.170Z,36.5628333,-121.0746667,10.21,1.56,md,27,117,0.03229,0.13,nc,nc74041161,2024-04-26T10:21:57.237Z,"7 km ENE of Pinnacles, CA",earthquake,0.33,0.64,0.208,32,reviewed,nc,nc
2024-04-26T04:20:30.183Z,-14.0806,167.0134,130.976,4.4,mb,22,160,6.941,0.69,us,us6000mtwp,2024-04-30T22:31:26.040Z,"62 km WSW of Sola, Vanuatu",earthquake,10.04,7.98,0.134,17,reviewed,us,us
2024-04-26T04:09:15.480Z,31.961,-103.338,6.6125,1.9,ml,18,65,0,0.1,tx,tx2024iegp,2024-04-30T18:43:36.876Z,"21 km SW of Jal, New Mexico",earthquake,0.6742212704702417,0.5443924846653855,0.3,12,reviewed,tx,tx
2024-04-26T04:03:47.180Z,38.8263321,-122.8108368,1.34,1.64,md,27,38,0.002993,0.03,nc,nc74041151,2024-04-26T04:05:21.199Z,"7 km NW of The Geysers, CA",earthquake,0.16,0.26,0.14,27,automatic,nc,nc
2024-04-26T03:59:25.340Z,18.0295,-66.2068333333333,17.76,2.52,md,14,143,0.02638,0.17,pr,pr71446633,2024-04-26T04:15:01.710Z,"1 km S of La Plena, Puerto Rico",earthquake,0.4,0.51,0.141800113662903,10,reviewed,pr,pr
2024-04-26T03:51:52.735Z,63.9784,-147.4914,1.1,1.3,ml,,,,0.56,ak,ak0245djyy6h,2024-04-26T03:53:38.269Z,"61 km SW of Harding-Birch Lakes, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-26T03:28:31.781Z,31.608,-103.975,8.9325,2.2,ml,25,58,0,0.1,tx,tx2024iefg,2024-04-30T18:34:20.812Z,"36 km NNW of Toyah, Texas",earthquake,0.4089613310916256,0.4078010196645463,0.2,19,reviewed,tx,tx
2024-04-26T03:27:40.320Z,31.964,-103.332,7.2278,1.5,ml,17,65,0,0.2,tx,tx2024ieff,2024-04-30T18:15:17.677Z,"21 km SW of Jal, New Mexico",earthquake,0.6547680120320056,0.6331355687337679,0.2,12,reviewed,tx,tx
2024-04-26T03:16:28.469Z,31.608,-103.975,9.2657,1.9,ml,30,58,0,0.1,tx,tx2024ieew,2024-04-30T19:07:56.094Z,"36 km NNW of Toyah, Texas",earthquake,0.4331319047454766,0.3670230008844544,0.2,23,reviewed,tx,tx
2024-04-26T02:56:31.694Z,-55.2996,-29.0802,26.84,5,mb,37,90,4.407,0.96,us,us6000mtwd,2024-04-26T03:12:29.040Z,"South Sandwich Islands region",earthquake,11.7,6.533,0.093,37,reviewed,us,us
2024-04-26T02:50:28.522Z,31.967,-103.313,5.7922,1.9,ml,13,89,0,0.4,tx,tx2024iedz,2024-04-29T20:02:41.488Z,"19 km SW of Jal, New Mexico",earthquake,1.2572829986920826,1.2903506252160928,0.2,15,reviewed,tx,tx
2024-04-26T02:46:32.628Z,31.962,-103.335,7.2791,1.7,ml,19,65,0,0.3,tx,tx2024iedy,2024-04-30T17:55:22.286Z,"21 km SW of Jal, New Mexico",earthquake,1.2652927754957646,0.9035372487141169,0.2,13,reviewed,tx,tx
2024-04-26T02:42:40.913Z,31.61,-103.977,7.3431,1.6,ml,15,57,0,0.1,tx,tx2024ieea,2024-04-30T17:44:13.186Z,"37 km NNW of Toyah, Texas",earthquake,0.4621196702748587,0.5237045549915957,0.2,14,reviewed,tx,tx
2024-04-26T02:42:14.672Z,31.615,-103.98,8.7146,1.8,ml,43,41,0,0.2,tx,tx2024iedu,2024-04-30T06:40:08.269Z,"37 km WSW of Mentone, Texas",earthquake,0.526738935834759,0.7155186234175894,0.2,19,reviewed,tx,tx
2024-04-26T02:40:51.200Z,61.3046666666667,-152.300333333333,4,1.65,ml,12,100,0.05741,0.2,av,av93104656,2024-04-26T17:15:49.110Z,"67 km WNW of Tyonek, Alaska",earthquake,0.3,0.42,0.206868480443538,15,reviewed,av,av
2024-04-26T02:32:18.690Z,36.0511667,-120.187,9.89,1.71,md,32,146,0.09363,0.11,nc,nc74041126,2024-04-29T20:01:42.464Z,"7 km NW of Avenal, CA",earthquake,0.29,0.34,0.196,27,reviewed,nc,nc
2024-04-26T02:29:47.860Z,38.7910004,-122.7283325,0.63,1.07,md,11,195,0.01015,0.03,nc,nc74041121,2024-04-26T02:31:19.955Z,"3 km ENE of The Geysers, CA",earthquake,0.44,0.47,0.13,13,automatic,nc,nc
2024-04-26T02:12:32.421Z,31.959,-103.337,6.3049,2.1,ml,18,65,0,0.2,tx,tx2024iecs,2024-04-30T17:15:58.865Z,"21 km SW of Jal, New Mexico",earthquake,0.829012027226888,0.4981103406984053,0.3,13,reviewed,tx,tx
2024-04-26T01:57:18.747Z,31.083,-103.234,-0.8472,2,ml,20,64,0,0.3,tx,tx2024iecf,2024-04-30T06:13:18.124Z,"23 km SW of Coyanosa, Texas",earthquake,0.7122452172048784,0.6502820307512238,0.1,7,reviewed,tx,tx
2024-04-26T01:42:19.139Z,57.4447,-154.7751,1.2,1.1,ml,,,,0.46,ak,ak0245diq3au,2024-04-26T07:50:31.498Z,"23 km SW of Karluk, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2024-04-26T01:39:12.587Z,60.8355,-151.0775,41.3,1.5,ml,,,,0.54,ak,ak0245dipfa2,2024-04-26T01:41:26.181Z,"19 km NE of Nikiski, Alaska",earthquake,,1.6,,,automatic,ak,ak
2024-04-26T01:30:36.775Z,64.885,-147.7648,3.3,1.3,ml,,,,0.76,ak,ak0245dinjp9,2024-04-26T11:33:36.774Z,"3 km NNE of College, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-26T01:26:19.470Z,38.8185005,-122.7611694,2.09,1.09,md,9,202,0.01377,0.01,nc,nc74041111,2024-04-26T01:27:55.196Z,"3 km W of Cobb, CA",earthquake,1.02,1.28,0.07,9,automatic,nc,nc
2024-04-26T01:19:19.479Z,59.8942,-152.6324,73.2,1.4,ml,,,,0.31,ak,ak0245dil5hn,2024-04-26T01:21:12.326Z,"46 km WNW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-26T01:06:46.876Z,60.6474,-151.2061,42.1,1.8,ml,,,,0.56,ak,ak0245diifan,2024-04-26T01:08:55.735Z,"6 km SE of Nikiski, Alaska",earthquake,,2.5,,,automatic,ak,ak
2024-04-26T00:59:54.192Z,61.6701,-149.8978,33.1,1.6,ml,,,,0.43,ak,ak0245di8d7f,2024-04-26T01:03:26.619Z,"6 km NW of Houston, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-26T00:44:35.268Z,60.4009,-147.7855,12.1,1.4,ml,,,,0.53,ak,ak0245di540n,2024-04-26T00:48:04.854Z,"39 km NNE of Chenega, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-26T00:44:30.513Z,63.2272,-150.5215,116,1.5,ml,,,,0.42,ak,ak0245di53mz,2024-04-26T00:46:44.611Z,"69 km ESE of Denali National Park, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-04-26T00:34:59.035Z,31.971,-103.326,7.356,1.7,ml,17,66,0,0.2,tx,tx2024idzn,2024-04-29T20:47:26.319Z,"20 km SW of Jal, New Mexico",earthquake,0.7096200414114683,0.6432366756742737,0.2,13,reviewed,tx,tx
2024-04-26T00:21:41.276Z,31.565,-104.054,6.4203,1.9,ml,20,56,0,0.1,tx,tx2024idzc,2024-04-29T20:32:55.194Z,"37 km NW of Toyah, Texas",earthquake,0.4979885303588247,0.4650836035865761,0.1,24,reviewed,tx,tx
2024-04-26T00:15:20.800Z,35.6218333,-117.4718333,6.54,1.08,ml,15,60,0.03612,0.16,ci,ci40558687,2024-04-26T17:17:25.189Z,"17 km SSW of Searles Valley, CA",earthquake,0.36,0.47,0.165,11,reviewed,ci,ci
2024-04-25T23:54:43.990Z,18.1485,-66.882,18.91,2.03,md,8,137,0.1725,0.18,pr,pr71446623,2024-04-26T00:09:09.690Z,"10 km ESE of Maricao, Puerto Rico",earthquake,0.74,1.63,0.171644952889289,6,reviewed,pr,pr
2024-04-25T23:51:41.677Z,31.965,-103.339,7.6636,1.7,ml,16,65,0,0.2,tx,tx2024idyd,2024-04-29T20:17:43.065Z,"21 km SW of Jal, New Mexico",earthquake,0.9062263716390612,0.68825705140902,0.2,13,reviewed,tx,tx
2024-04-25T23:50:29.660Z,38.7929993,-122.7600021,0.48,1.07,md,11,69,0.007618,0.02,nc,nc74041076,2024-04-25T23:52:04.314Z,"2 km N of The Geysers, CA",earthquake,0.27,0.48,0.09,12,automatic,nc,nc
2024-04-25T23:41:20.433Z,57.4798,-154.9837,35.5,1.9,ml,,,,0.32,ak,ak0245c8a24r,2024-04-25T23:44:03.036Z,"33 km WSW of Karluk, Alaska",earthquake,,4.3,,,automatic,ak,ak
2024-04-25T23:35:07.770Z,19.3798333333333,-155.232833333333,1.8,1.82,ml,27,81,0.009629,0.11,hv,hv74185872,2024-04-26T01:15:00.060Z,"6 km S of Volcano, Hawaii",earthquake,0.28,0.19,0.0875384742374894,10,reviewed,hv,hv
2024-04-25T23:34:15.957Z,31.965,-103.34,8.3557,2.7,ml,32,85,0,0.3,tx,tx2024idxn,2024-04-30T02:47:01.040Z,"21 km SW of Jal, New Mexico",earthquake,0.8388244407981686,0.8668555137820094,0.1,16,reviewed,tx,tx
2024-04-25T23:23:12.583Z,31.964,-103.334,8.1506,3.1,ml,29,68,0,0.2,tx,tx2024idxd,2024-04-30T02:43:16.040Z,"21 km SW of Jal, New Mexico",earthquake,0.7618575506761238,0.8454244589484118,0.2,18,reviewed,tx,tx
2024-04-25T23:17:14.770Z,40.4696667,-121.5985,16.72,1.84,md,16,104,0.01846,0.13,nc,nc74041066,2024-04-26T08:41:48.819Z,"8 km SE of Viola, CA",earthquake,0.54,0.27,0.153,16,reviewed,nc,nc
2024-04-25T23:11:40.230Z,40.8175,-124.16,24.9,2.29,md,35,161,0.0363,0.12,nc,nc74041056,2024-04-29T19:40:46.824Z,"3 km N of Eureka, CA",earthquake,0.63,0.37,0.271,40,reviewed,nc,nc
2024-04-25T23:10:27.150Z,19.3841667175293,-155.245498657227,2.49000000953674,2.00999999,md,13,78,0.005646,0.150000006,hv,hv74185857,2024-04-25T23:11:51.920Z,"6 km S of Volcano, Hawaii",earthquake,0.36,0.439999998,0.400000006,12,automatic,hv,hv
2024-04-25T23:09:17.830Z,35.69,-117.5273333,7.16,1.17,ml,19,62,0.08795,0.12,ci,ci40558615,2024-04-26T17:16:45.780Z,"14 km SW of Searles Valley, CA",earthquake,0.22,0.51,0.189,11,reviewed,ci,ci
2024-04-25T23:05:18.226Z,62.3693,-148.4635,30.3,1.4,ml,,,,0.79,ak,ak0245c82c6m,2024-04-25T23:07:08.010Z,"63 km N of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-25T23:01:28.631Z,31.964,-103.336,6.8176,2,ml,15,65,0,0.2,tx,tx2024idwk,2024-04-29T21:29:47.918Z,"21 km SW of Jal, New Mexico",earthquake,1.198165696576271,0.8701950434167127,0.2,14,reviewed,tx,tx
2024-04-25T22:58:57.030Z,38.8151665,-122.7979965,2.84,0.99,md,12,63,0.00749,0.02,nc,nc74041051,2024-04-25T23:00:28.847Z,"6 km NW of The Geysers, CA",earthquake,0.39,1.18,0.22,14,automatic,nc,nc
2024-04-25T22:46:03.661Z,59.7982,-152.0604,70.1,1.2,ml,,,,0.36,ak,ak0245c7pnta,2024-04-25T22:48:12.414Z,"13 km W of Anchor Point, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-04-25T22:41:34.391Z,31.964,-103.336,6.6125,2.1,ml,13,65,0,0.2,tx,tx2024idvt,2024-04-26T18:22:17.501Z,"21 km SW of Jal, New Mexico",earthquake,1.1897762328986743,0.8773707497391108,0.2,7,reviewed,tx,tx
2024-04-25T22:39:05.507Z,31.958,-103.339,6.0999,2.4,ml,18,65,0,0.2,tx,tx2024idvr,2024-04-30T02:40:36.040Z,"22 km SW of Jal, New Mexico",earthquake,1.1495592419375438,0.6779484718676362,0.2,14,reviewed,tx,tx
2024-04-25T22:37:18.280Z,36.6223333,-121.233,4.92,1.84,md,34,125,0.06669,0.07,nc,nc74041041,2024-04-26T10:11:53.830Z,"13 km NW of Pinnacles, CA",earthquake,0.23,0.68,0.283,39,reviewed,nc,nc
2024-04-25T22:03:29.820Z,33.8458333,-117.6323333,9.7,1.03,ml,12,154,0.054,0.08,ci,ci40558511,2024-04-26T22:10:11.604Z,"6 km WSW of Corona, CA",earthquake,0.23,0.65,0.089,11,reviewed,ci,ci
2024-04-25T21:58:24.512Z,31.964,-103.335,6.51,1.8,ml,14,65,0,0.1,tx,tx2024iduj,2024-04-29T19:45:59.212Z,"21 km SW of Jal, New Mexico",earthquake,0.896498056981707,0.4894151042454604,0.3,12,reviewed,tx,tx
2024-04-25T21:48:31.135Z,31.964,-103.339,7.3303,2.2,ml,22,65,0,0.2,tx,tx2024idub,2024-04-29T19:30:50.098Z,"21 km SW of Jal, New Mexico",earthquake,0.7229143642678862,0.7179728833824919,0.2,18,reviewed,tx,tx
2024-04-25T21:45:25.678Z,28.4373,142.7004,10,4.6,mb,44,119,1.412,0.57,us,us6000mtv0,2024-04-30T01:25:44.040Z,"Bonin Islands, Japan region",earthquake,9.44,1.892,0.074,54,reviewed,us,us
2024-04-25T21:45:19.790Z,19.2543334960938,-155.392669677734,31.1399993896484,2.43000007,md,31,151,0.07893,0.150000006,hv,hv74185807,2024-04-25T22:07:43.818Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.62,0.75,0.189999998,3,automatic,hv,hv
2024-04-25T21:43:25.660Z,51.802,-177.5005,1.04,1.76,ml,7,157,0.1697,0.19,av,av93104391,2024-04-26T22:33:10.690Z,"60 km W of Adak, Alaska",earthquake,0.83,1.69,0.180919869931982,9,reviewed,av,av
2024-04-25T21:43:22.335Z,60.6133,-143.0431,0,1,ml,,,,0.84,ak,ak0245c73mi1,2024-04-25T21:45:45.426Z,"91 km S of McCarthy, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-04-25T21:42:24.855Z,31.964,-103.345,7.4841,2.2,ml,16,74,0,0.1,tx,tx2024idtx,2024-04-26T17:33:42.162Z,"21 km SW of Jal, New Mexico",earthquake,0.9741882822153854,0.760115064772284,0.2,6,reviewed,tx,tx
2024-04-25T21:39:13.103Z,62.4642,-151.4387,92.1,1.4,ml,,,,0.45,ak,ak0245c72qxa,2024-04-25T21:42:13.077Z,"34 km W of Petersville, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-04-25T21:36:34.661Z,31.963,-103.346,7.0227,2.2,ml,17,84,0,0.3,tx,tx2024idtr,2024-04-30T18:51:03.934Z,"22 km SW of Jal, New Mexico",earthquake,1.5238785870642093,0.905644525303073,0.1,12,reviewed,tx,tx
2024-04-25T21:36:34.608Z,31.963,-103.338,6.6125,2.2,ml,20,65,0,0.1,tx,tx2024idts,2024-04-29T19:15:33.967Z,"21 km SW of Jal, New Mexico",earthquake,0.8021265976877145,0.5188396323709185,0.2,16,reviewed,tx,tx
2024-04-25T21:33:31.930Z,38.8081665,-122.8180008,2.88,1.03,md,11,73,0.008761,0.01,nc,nc74041016,2024-04-25T21:35:03.966Z,"6 km WNW of The Geysers, CA",earthquake,0.41,0.72,0.22,14,automatic,nc,nc
2024-04-25T21:31:48.518Z,31.963,-103.345,7.1765,1.9,ml,23,74,0,0.2,tx,tx2024idtm,2024-04-29T18:03:32.379Z,"21 km SW of Jal, New Mexico",earthquake,0.7536086127177196,0.7221381644698621,0.2,18,reviewed,tx,tx
2024-04-25T21:16:21.060Z,17.914,-66.9536666666667,11.1,2.37,md,8,234,0.0933,0.1,pr,pr71446603,2024-04-25T21:28:35.680Z,"8 km SW of Guánica, Puerto Rico",earthquake,1.32,0.64,0.169695327841508,8,reviewed,pr,pr
2024-04-25T21:16:12.470Z,35.54033333,-96.75016667,5.93,1.19,ml,22,50,0.01079788109,0.13,ok,ok2024idsy,2024-04-29T00:10:23.859Z,"8 km NW of Prague, Oklahoma",earthquake,,0.3,0.19,9,reviewed,ok,ok
2024-04-25T21:13:02.740Z,44.7978333333333,-111.0485,7.76,1.22,ml,14,153,0.04133,0.17,uu,uu80067491,2024-04-25T21:54:20.010Z,"11 km ENE of Hebgen Lake Estates, Montana",earthquake,0.46,0.52,0.367376946063445,3,reviewed,uu,uu
2024-04-25T21:07:06.393Z,31.963,-103.341,6.7407,1.6,ml,13,65,0,0.1,tx,tx2024idsq,2024-04-29T17:38:05.098Z,"21 km SW of Jal, New Mexico",earthquake,1.0717717545174728,0.6258126685620043,0.3,9,reviewed,tx,tx
2024-04-25T20:54:01.920Z,38.786499,-122.7471695,-0.03,1.77,md,29,45,0.008789,0.05,nc,nc74041001,2024-04-25T20:55:33.642Z,"1 km NE of The Geysers, CA",earthquake,0.2,0.35,0.13,29,automatic,nc,nc
2024-04-25T20:52:35.393Z,31.63,-104.521,8.0737,2.1,ml,21,80,0,0.2,tx,tx2024idsd,2024-04-26T17:38:36.177Z,"62 km SSW of Whites City, New Mexico",earthquake,1.6239947462758706,0.841298730667012,0.1,10,reviewed,tx,tx
2024-04-25T20:49:06.907Z,31.968,-103.335,8.2788,2.4,ml,23,56,0,0.2,tx,tx2024idsb,2024-04-26T17:05:08.932Z,"20 km SW of Jal, New Mexico",earthquake,0.9626518990396635,0.8686643403595996,0.2,13,reviewed,tx,tx
2024-04-25T20:48:32.510Z,40.4045,-121.164,4.04,2.09,md,13,133,0.1983,0.05,nc,nc74040991,2024-04-26T20:44:57.364Z,"12 km NNE of Chester, CA",earthquake,0.44,1.49,0.221,19,reviewed,nc,nc
2024-04-25T20:47:03.520Z,17.9205,-66.9571666666667,12.01,3.09,md,24,207,0.06912,0.12,pr,pr71446588,2024-04-26T13:33:02.040Z,"7 km SW of Guánica, Puerto Rico",earthquake,0.46,0.25,0.143314981690507,12,reviewed,pr,pr
2024-04-25T20:46:55.850Z,40.4011667,-121.1578333,4.04,1.44,md,13,134,0.2029,0.12,nc,nc74040986,2024-04-26T20:39:26.525Z,"12 km NNE of Chester, CA",earthquake,0.4,2,0.235,12,reviewed,nc,nc
2024-04-25T20:44:27.010Z,40.4028333,-121.1648333,6.66,1.83,md,16,134,0.1976,0.08,nc,nc74040981,2024-04-29T19:35:09.601Z,"12 km NNE of Chester, CA",earthquake,0.25,1.81,0.132,15,reviewed,nc,nc
2024-04-25T20:37:16.327Z,60.1404,-152.9942,118.8,1.5,ml,,,,0.47,ak,ak0245c6gw4w,2024-04-25T20:39:35.890Z,"73 km ENE of Pedro Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-04-25T20:33:19.110Z,38.7924995,-122.7470016,1.64,2.13,md,37,46,0.01225,0.06,nc,nc74040971,2024-04-25T20:36:49.045Z,"2 km NNE of The Geysers, CA",earthquake,0.2,0.32,0.12,38,automatic,nc,nc
2024-04-25T20:32:16.800Z,31.971,-103.326,8.7146,3.8,ml,27,79,0,0.2,tx,tx2024idrn,2024-04-26T16:15:56.500Z,"20 km SW of Jal, New Mexico",earthquake,0.9463511898368079,1.043059249424651,0.1,12,reviewed,tx,tx
2024-04-25T20:16:02.135Z,56.1221,-149.1149,10,3.4,ml,39,197,2.526,0.59,us,us6000mtu9,2024-04-26T13:47:01.040Z,"254 km SE of Chiniak, Alaska",earthquake,9.13,2.011,0.055,44,reviewed,us,us
2024-04-25T20:10:29.740Z,48.30083333333334,-122.641,20.14,1.29,ml,14,58,0.01276,0.16,uw,uw61999806,2024-04-25T20:27:11.870Z,"0 km N of Oak Harbor, Washington",earthquake,0.47,0.61,0.12376549229135314,6,reviewed,uw,uw
2024-04-25T20:08:33.081Z,63.0072,-150.7439,81.9,1.3,ml,,,,1.16,ak,ak0245c6apnw,2024-04-25T20:10:51.401Z,"56 km N of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-04-25T19:53:20.220Z,45.178,-112.427666666667,-2,1.54,ml,13,85,0.1858,0.18,mb,mb90048118,2024-04-25T20:20:25.330Z,"17 km ESE of Dillon, Montana",quarry blast,0.62,31.61,0.278836954284986,17,reviewed,mb,mb
2024-04-25T19:45:34.564Z,64.9997,-147.4161,6.5,1.4,ml,,,,0.6,ak,ak0245c5x7o0,2024-04-25T19:47:24.047Z,"10 km ENE of Fox, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-25T19:42:52.261Z,63.585,-150.7853,0,1.8,ml,,,,0.85,ak,ak0245c5wlvt,2024-04-25T19:45:48.777Z,"46 km E of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-25T19:39:27.170Z,19.0023,-67.2981,92,3.6,md,16,233,0.8,0.19,pr,pr2024116000,2024-04-26T13:54:57.040Z,"60 km NNW of San Antonio, Puerto Rico",earthquake,1.51,2.12,0.13,9,reviewed,pr,pr
2024-04-25T19:36:44.515Z,31.968,-103.332,7.843,3.9,ml,33,77,0,0.2,tx,tx2024idps,2024-04-26T19:43:45.109Z,"20 km SW of Jal, New Mexico",earthquake,0.8167755584621119,1.033349084143019,0.1,12,reviewed,tx,tx
2024-04-25T19:28:15.160Z,35.4916667,-118.5201667,1.63,1.26,ml,24,50,0.1748,0.16,ci,ci40558375,2024-04-26T20:58:04.705Z,"11 km SSW of Bodfish, CA",earthquake,0.2,0.86,0.143,16,reviewed,ci,ci
2024-04-25T19:24:13.600Z,51.7908333333333,-177.475,-1.77,1.63,ml,7,162,0.1519,0.22,av,av93104256,2024-04-26T21:36:10.660Z,"58 km W of Adak, Alaska",earthquake,1.29,0.84,0.13440847633673,6,reviewed,av,av
2024-04-25T19:18:15.260Z,60.2717,-141.2649,15.1,1.2,ml,,,,0.83,ak,ak0245c5rdue,2024-04-25T19:20:22.232Z,"117 km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-25T19:14:03.621Z,62.3541,-149.0153,0,1.5,ml,,,,1.18,ak,ak0245c5qi2y,2024-04-25T19:16:58.877Z,"48 km ENE of Susitna North, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-25T19:10:39.370Z,38.8161659,-122.8206635,2.3,1.09,md,24,53,0.009867,0.04,nc,nc74040936,2024-04-25T19:12:14.555Z,"7 km NW of The Geysers, CA",earthquake,0.24,0.42,0.17,25,automatic,nc,nc
2024-04-25T19:07:55.200Z,17.9565,-67.0861666666667,7.45,2.35,md,11,228,0.04194,0.07,pr,pr71446558,2024-04-25T19:25:13.890Z,"4 km WSW of La Parguera, Puerto Rico",earthquake,0.41,0.17,0.0502390746699679,5,reviewed,pr,pr
2024-04-25T19:05:07.141Z,61.4516,-151.6653,81.4,1.4,ml,,,,0.67,ak,ak0245c5okwq,2024-04-25T19:07:11.405Z,"46 km NW of Beluga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-04-25T19:04:09.830Z,45.9985,-112.469166666667,-2,1.23,ml,12,167,0.06099,0.09,mb,mb90048108,2024-04-25T19:35:46.040Z,"5 km E of Butte, Montana",quarry blast,0.39,31.61,0.174519673787537,6,reviewed,mb,mb
2024-04-25T18:56:13.570Z,44.8003333333333,-111.063833333333,8.05,1.58,ml,18,153,0.03066,0.18,uu,uu80067466,2024-04-25T19:19:20.050Z,"10 km ENE of Hebgen Lake Estates, Montana",earthquake,0.44,0.69,0.334682596376902,4,reviewed,uu,uu
2024-04-25T18:51:55.725Z,37.2952,-104.514,6.499,2.5,mb_lg,9,64,0.176,0.13,us,us6000mttm,2024-04-29T11:38:32.040Z,"8 km NNW of El Moro, Colorado",earthquake,1.38,3.149,0.193,28,reviewed,us,us
2024-04-25T18:42:02.894Z,68.5481,-147.3651,0.1,2.2,ml,,,,0.8,ak,ak0245c5b2gx,2024-04-25T18:44:04.892Z,"88 km WNW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-25T18:41:26.780Z,60.1206,-152.7658,97.9,1,ml,,,,0.4,ak,ak0245c5awli,2024-04-25T18:43:32.176Z,"60 km WNW of Happy Valley, Alaska",earthquake,,1,,,automatic,ak,ak
2024-04-25T18:33:12.700Z,40.8518333,-124.1788333,10.08,2.33,md,31,168,0.07344,0.11,nc,nc74040926,2024-04-29T19:29:44.224Z,"7 km N of Eureka, CA",earthquake,0.4,0.26,0.158,36,reviewed,nc,nc
2024-04-25T18:25:29.634Z,61.3927,-146.683,7,1.2,ml,,,,0.76,ak,ak0245c57hcz,2024-04-25T18:28:35.632Z,"34 km NNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-25T18:10:03.130Z,51.7895,-177.505,-1.67,1.35,ml,6,164,0.17,0.07,av,av93004349,2024-04-26T21:41:03.180Z,"60 km W of Adak, Alaska",earthquake,0.8,0.57,0.349851460112121,6,reviewed,av,av
2024-04-25T18:05:23.052Z,-16.0722,-175.0583,285.076,4.6,mb,57,57,3.438,0.62,us,us6000mtt8,2024-04-26T14:31:29.808Z,"135 km W of Hihifo, Tonga",earthquake,8.5,2.096,0.046,143,reviewed,us,us
2024-04-25T17:59:19.564Z,60.7089,-151.6012,75.8,1.8,ml,,,,0.26,ak,ak0245c4tbbo,2024-04-25T18:01:06.522Z,"17 km W of Nikiski, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-04-25T17:56:58.910Z,51.7921666666667,-177.500666666667,1.31,1.57,ml,7,162,0.1678,0.22,av,av93004344,2024-04-26T21:29:54.920Z,"60 km W of Adak, Alaska",earthquake,1.2,1.51,0.212121978904167,7,reviewed,av,av
2024-04-25T17:50:35.167Z,40.7291,-74.7574,6.727,1.1,ml,7,218,0.025,0.25,us,us6000mtwe,2024-04-28T16:38:00.040Z,"6 km SSE of Long Valley, New Jersey",earthquake,1.59,2.578,0.115,10,reviewed,us,us
2024-04-25T17:43:57.227Z,31.969,-103.339,8.407,1.8,ml,23,65,0,0.2,tx,tx2024idlz,2024-04-28T20:35:20.050Z,"21 km SW of Jal, New Mexico",earthquake,1.006242328350153,0.7262304108849819,0.2,19,reviewed,tx,tx
2024-04-25T17:40:21.270Z,44.361,-116.120666666667,9.03,1.22,ml,8,92,0.06255,0.14,mb,mb90048093,2024-04-25T18:09:04.350Z,"7 km NNW of Smiths Ferry, Idaho",earthquake,0.6,1.98,0.122064540358323,6,reviewed,mb,mb
2024-04-25T17:40:14.958Z,61.4998,-150.3302,28.3,1.3,ml,,,,0.69,ak,ak0245c4p8d3,2024-04-25T17:42:07.728Z,"10 km ESE of Susitna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-25T17:39:02.399Z,64.7968,-149.0084,5.1,1.2,ml,,,,1.14,ak,ak0245c4ozof,2024-04-25T17:40:53.031Z,"22 km NNE of Four Mile Road, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-25T17:36:44.804Z,63.3259,-145.2612,5.5,1.1,ml,,,,0.74,ak,ak0245c4ofsw,2024-04-25T17:49:21.846Z,"31 km NE of Paxson, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-25T17:26:16.550Z,44.8093333333333,-111.065833333333,7.87,1.47,ml,16,160,0.0318,0.12,uu,uu80067441,2024-04-25T18:20:40.890Z,"10 km ENE of Hebgen Lake Estates, Montana",earthquake,0.44,0.36,0.268344903495182,4,reviewed,uu,uu
2024-04-25T17:26:06.667Z,39.3143,109.6262,10,4.2,mb,30,91,5.097,0.55,us,us6000mtt5,2024-04-26T14:59:55.040Z,"35 km SSW of Ordos, China",earthquake,9.4,1.93,0.121,19,reviewed,us,us
