time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-04-29T23:29:05.320Z,38.8338318,-122.7839966,2.21,1.13,md,18,70,0.006743,0.03,nc,nc74043101,2024-04-29T23:30:38.222Z,"5 km WNW of Cobb, CA",earthquake,0.25,0.38,0.19,20,automatic,nc,nc
2024-04-29T23:13:52.996Z,61.2571,-150.1114,42.8,1.2,ml,,,,0.22,ak,ak0245iu9ikj,2024-04-29T23:15:10.825Z,"12 km WNW of Anchorage, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-04-29T23:13:30.030Z,44.3803333333333,-116.056666666667,3.73,2.26,ml,9,104,0.08052,0.09,mb,mb90048753,2024-04-30T14:07:52.510Z,"9 km NNE of Smiths Ferry, Idaho",earthquake,0.51,0.39,0.283807362968713,8,reviewed,mb,mb
2024-04-29T23:10:01.188Z,62.0696,-148.4726,19.7,2.9,ml,,,,0.8,ak,ak0245iu8rf9,2024-04-29T23:17:50.040Z,"30 km N of Chickaloon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-29T22:51:38.874Z,64.8054,-152.2632,18.4,1,ml,,,,0.93,ak,ak0245itw733,2024-04-29T22:53:51.233Z,"41 km SSW of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-29T22:50:39.580Z,19.381,-155.240833333333,1.6,1.37,md,10,103,0.007396,0.08,hv,hv74197647,2024-04-30T01:25:15.890Z,"6 km S of Volcano, Hawaii",earthquake,0.27,0.35,0.127850606290539,17,reviewed,hv,hv
2024-04-29T22:41:42.651Z,63.0314,-151.2914,2.1,1.4,ml,,,,0.4,ak,ak0245itu27t,2024-04-29T22:43:13.697Z,"60 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-29T22:40:59.633Z,2.7171,127.1176,37.067,4.3,mb,21,123,4.587,0.32,us,us6000mv2n,2024-04-29T23:23:19.040Z,"147 km NW of Tobelo, Indonesia",earthquake,5.66,9.455,0.134,16,reviewed,us,us
2024-04-29T22:39:27.063Z,61.2846,-152.2411,1,1,ml,,,,0.43,ak,ak0245ittlky,2024-04-29T22:41:25.310Z,"64 km WNW of Tyonek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-29T22:35:52.960Z,19.3843326568604,-155.232666015625,1.77999997138977,1.7,ml,12,93,0.01307,0.159999996,hv,hv74197617,2024-04-29T22:38:37.470Z,"6 km S of Volcano, Hawaii",earthquake,0.42,0.280000001,0.24,9,automatic,hv,hv
2024-04-29T22:34:25.140Z,19.3876666666667,-155.242166666667,1.87,1.38,md,18,69,0.008894,0.08,hv,hv74197607,2024-04-30T01:36:17.920Z,"6 km S of Volcano, Hawaii",earthquake,0.19,0.22,0.142722230719782,17,reviewed,hv,hv
2024-04-29T22:33:16.020Z,42.1498333333333,-112.081333333333,7.46,2.2,ml,17,196,0.1272,0.16,uu,uu80067891,2024-04-29T22:49:42.450Z,"7 km SW of Clifton, Idaho",earthquake,0.66,0.54,0.211661736129504,5,reviewed,uu,uu
2024-04-29T22:24:09.647Z,5.1552,126.0945,11.336,4.4,mb,35,128,1.97,1.37,us,us6000mv2a,2024-04-29T22:46:57.040Z,"75 km ESE of Sarangani, Philippines",earthquake,10.16,4.713,0.098,30,reviewed,us,us
2024-04-29T22:13:19.833Z,58.9029,-153.3273,78.2,1.4,ml,,,,0.22,ak,ak0245ito0en,2024-04-29T22:14:58.639Z,"95 km WSW of Nanwalek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-04-29T22:01:21.189Z,61.7665,-151.0583,77.6,1.4,ml,,,,0.53,ak,ak0245itlfx2,2024-04-29T22:04:22.867Z,"30 km SE of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-04-29T21:58:29.879Z,35.65083333,-98.10466667,6.03,1.14,ml,62,41,0.09628110636,0.4,ok,ok2024ilcj,2024-04-30T13:32:23.582Z,"5 km NNE of Calumet, Oklahoma",earthquake,,0.9,0.21,25,reviewed,ok,ok
2024-04-29T21:45:51.836Z,31.711,-104.325,6.4331,1.8,ml,29,64,0.1,0.1,tx,tx2024ilby,2024-04-30T20:24:54.753Z,"51 km S of Whites City, New Mexico",earthquake,0.5922846225092161,1.0102743491975124,0.1,16,reviewed,tx,tx
2024-04-29T21:43:15.201Z,61.7024,-146.5469,33,1.6,ml,,,,0.43,ak,ak0245it8zxc,2024-04-29T21:44:28.046Z,"34 km SSE of Nelchina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-29T21:13:20.150Z,19.3916664123535,-155.278167724609,0.670000016689301,1.75999999,md,14,68,0.005639,0.119999997,hv,hv74197377,2024-04-29T21:14:38.170Z,"7 km SW of Volcano, Hawaii",earthquake,0.2,0.209999993,0.330000013,12,automatic,hv,hv
2024-04-29T21:11:59.230Z,32.676,-115.884,6.01,1,ml,14,128,0.043,0.16,ci,ci40733088,2024-04-29T22:23:50.636Z,"12 km ESE of Ocotillo, CA",earthquake,0.31,0.65,0.14,12,reviewed,ci,ci
2024-04-29T21:08:11.766Z,57.8452,-155.0587,70.6,1.7,ml,,,,0.35,ak,ak0245it1hlk,2024-04-29T21:11:03.918Z,"47 km NW of Karluk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-29T21:00:46.000Z,19.3833332061768,-155.242492675781,1.80999994277954,1.79,ml,14,70,0.008601,0.159999996,hv,hv74197357,2024-04-29T21:03:30.590Z,"6 km S of Volcano, Hawaii",earthquake,0.32,0.209999993,0.19,8,automatic,hv,hv
2024-04-29T20:58:39.490Z,19.392,-155.252,1.32,1.37,md,8,132,0.006489,0.08,hv,hv74197352,2024-04-29T21:10:25.830Z,"5 km SSW of Volcano, Hawaii",earthquake,0.24,0.44,0.172010480093534,18,reviewed,hv,hv
2024-04-29T20:51:17.061Z,60.3046,-139.7921,0,1.8,ml,,,,0.67,ak,ak0245ispa6y,2024-04-29T20:53:19.340Z,"84 km N of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-29T20:48:02.020Z,19.392333984375,-155.276000976562,0.709999978542328,1.86,ml,16,73,0.00375,0.129999995,hv,hv74197332,2024-04-29T20:50:48.190Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.180000007,0.21,5,automatic,hv,hv
2024-04-29T20:41:12.440Z,19.3805,-155.2695,0.62,0.98,ml,16,58,0.01056,0.08,hv,hv74197322,2024-04-29T20:58:35.600Z,"7 km SSW of Volcano, Hawaii",earthquake,0.15,0.17,0.0452618209850008,3,reviewed,hv,hv
2024-04-29T20:36:42.868Z,67.8511,-160.8681,10,2.5,ml,33,104,0.797,0.31,us,us6000mv1u,2024-04-29T22:37:30.867Z,"87 km ESE of Red Dog Mine, Alaska",earthquake,3.08,2.007,0.051,50,reviewed,us,us
2024-04-29T20:33:44.720Z,42.1488333333333,-112.083,7.28,1.88,ml,13,196,0.126,0.18,uu,uu80067886,2024-04-29T21:35:35.010Z,"7 km SW of Clifton, Idaho",earthquake,0.64,0.69,0.192751790232786,4,reviewed,uu,uu
2024-04-29T20:29:25.880Z,19.385,-155.242333333333,1.3,1.4,md,18,79,0.008489,0.1,hv,hv74197272,2024-04-29T20:50:47.130Z,"6 km S of Volcano, Hawaii",earthquake,0.19,0.21,0.15838628764329,16,reviewed,hv,hv
2024-04-29T20:29:17.448Z,65.1318,-149.0965,12.9,1,ml,,,,0.47,ak,ak0245iskkg9,2024-04-29T20:31:26.706Z,"12 km E of Minto, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-29T20:22:30.690Z,60.7446,-150.4637,38.9,1,ml,,,,0.7,ak,ak0245isj3h9,2024-04-29T20:24:14.483Z,"23 km SSE of Point Possession, Alaska",earthquake,,1.7,,,automatic,ak,ak
2024-04-29T20:22:12.190Z,51.4873,159.1622,48.99,4.7,mb,62,164,1.57,0.62,us,us6000mv1s,2024-04-29T20:47:06.040Z,"168 km SSE of Vilyuchinsk, Russia",earthquake,9.63,7.577,0.059,87,reviewed,us,us
2024-04-29T20:21:52.874Z,-15.7797,-176.5036,388.331,4.7,mb,62,55,2.141,1.03,us,us6000mv1i,2024-04-29T20:38:46.040Z,"237 km SE of Alo, Wallis and Futuna",earthquake,9.26,7.113,0.043,164,reviewed,us,us
2024-04-29T20:21:35.250Z,19.3833332061768,-155.243835449219,1.5900000333786,2.1,ml,22,60,0.007381,0.219999999,hv,hv74197257,2024-04-29T20:24:12.670Z,"6 km S of Volcano, Hawaii",earthquake,0.29,0.180000007,0.29,13,automatic,hv,hv
2024-04-29T20:21:32.630Z,42.2206666666667,-111.9845,2.71,1.18,md,6,284,0.2203,0.15,uu,uu80067876,2024-04-29T20:57:34.680Z,"3 km NNE of Clifton, Idaho",earthquake,4.62,31.61,0.160918318904139,5,reviewed,uu,uu
2024-04-29T20:21:30.140Z,19.3864994049072,-155.246826171875,0.670000016689301,2.12,ml,11,98,0.004346,0.109999999,hv,hv74197252,2024-04-29T20:24:06.990Z,"6 km SSW of Volcano, Hawaii",earthquake,0.22,0.140000001,0.24,12,automatic,hv,hv
2024-04-29T20:16:45.280Z,19.3465003967285,-155.213668823242,6.73999977111816,1.96000004,md,7,301,0.0272,0.100000001,hv,hv74197242,2024-04-29T20:18:32.610Z,"10 km SSE of Volcano, Hawaii",earthquake,6.18,6.61000013,0.560000002,4,automatic,hv,hv
2024-04-29T20:14:50.040Z,42.1486666666667,-112.078666666667,5.11,2.78,ml,20,121,0.1266,0.14,uu,uu80067871,2024-04-30T02:38:33.926Z,"7 km SW of Clifton, Idaho",earthquake,0.54,0.77,0.180266994328343,9,reviewed,uu,uu
2024-04-29T20:14:26.720Z,36.6038322,-121.2471695,5.84,2.31,md,44,53,,0.24,nc,nc74043046,2024-04-29T20:17:31.750Z,"12 km NW of Pinnacles, CA",earthquake,0.37,1.39,0.12,40,automatic,nc,nc
2024-04-29T20:12:37.640Z,42.1561666666667,-112.082833333333,4.79,2.34,ml,15,122,0.1331,0.16,uu,uu80067866,2024-04-29T20:50:29.260Z,"7 km WSW of Clifton, Idaho",earthquake,0.45,0.75,0.183036212124611,6,reviewed,uu,uu
2024-04-29T20:07:40.240Z,19.3980007171631,-155.281005859375,1.20000004768372,1.83,ml,20,53,0.007427,0.219999999,hv,hv74197212,2024-04-29T20:10:19.020Z,"6 km SW of Volcano, Hawaii",earthquake,0.21,0.230000004,1.36,11,automatic,hv,hv
2024-04-29T20:05:32.880Z,42.1805,-112.0565,1.33,1.41,md,7,272,0.1619,0.1,uu,uu80067861,2024-04-29T21:25:31.510Z,"4 km WSW of Clifton, Idaho",earthquake,2.55,31.61,0.314180113615676,4,reviewed,uu,uu
2024-04-29T20:00:12.080Z,42.1513333333333,-112.075833333333,5.33,2.03,ml,16,121,0.1298,0.15,uu,uu80067851,2024-04-29T21:36:11.640Z,"7 km SW of Clifton, Idaho",earthquake,0.48,0.74,0.225923022107955,5,reviewed,uu,uu
2024-04-29T19:43:44.709Z,31.605,-104.096,4.0977,1.5,ml,19,83,0,0.4,tx,tx2024ikxy,2024-04-29T20:10:57.797Z,"43 km NW of Toyah, Texas",earthquake,0,1.41206602502239,0.2,14,automatic,tx,tx
2024-04-29T19:38:39.700Z,19.4928333333333,-155.326166666667,12.27,2.08,ml,34,155,0.05647,0.09,hv,hv74197122,2024-04-29T20:03:10.970Z,"11 km WNW of Volcano, Hawaii",earthquake,0.5,0.39,0.0719617998235558,9,reviewed,hv,hv
2024-04-29T19:33:26.020Z,33.708,-116.766,16.4,1.22,ml,42,40,0.04332,0.13,ci,ci40561687,2024-04-29T20:11:18.760Z,"6 km SW of Idyllwild, CA",earthquake,0.15,0.31,0.24,31,reviewed,ci,ci
2024-04-29T19:32:29.280Z,38.8321648,-122.80867,2.19,1.1,md,19,54,0.008825,0.01,nc,nc74043026,2024-04-29T19:34:03.588Z,"8 km W of Cobb, CA",earthquake,0.23,0.51,0.07,19,automatic,nc,nc
2024-04-29T19:23:58.010Z,19.3833333333333,-155.279,1.68,2.7,md,31,51,0.004086,0.11,hv,hv74197097,2024-04-29T20:17:07.790Z,"8 km SW of Volcano, Hawaii",earthquake,0.2,0.16,0.0734436387438868,13,reviewed,hv,hv
2024-04-29T19:23:49.649Z,26.0079,128.6167,10,4.4,mb,39,64,0.881,0.71,us,us6000mv0x,2024-04-29T21:58:25.776Z,"82 km ESE of Katsuren-haebaru, Japan",earthquake,2.91,1.897,0.11,24,reviewed,us,us
2024-04-29T19:18:14.150Z,38.838665,-122.8366699,1.29,1.16,md,16,111,0.01558,0.01,nc,nc74043011,2024-04-29T19:19:48.371Z,"10 km NW of The Geysers, CA",earthquake,0.22,0.53,0.15,16,automatic,nc,nc
2024-04-29T19:12:47.260Z,46.0123333333333,-112.462166666667,-2,1.67,ml,14,114,0.06414,0.23,mb,mb90048498,2024-04-29T19:32:39.530Z,"5 km E of Butte, Montana",quarry blast,0.68,31.61,0.252929809905729,13,reviewed,mb,mb
2024-04-29T19:10:54.850Z,61.6803,-150.7233,46.3,1.4,ml,,,,0.48,ak,ak0245irv559,2024-04-29T19:12:35.066Z,"18 km NW of Susitna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-04-29T19:08:28.552Z,17.4454,94.2399,10,4.8,mb,62,166,4.588,1,us,us6000mv0v,2024-04-29T19:29:33.040Z,"90 km NW of Pathein, Myanmar",earthquake,10.75,1.907,0.068,67,reviewed,us,us
2024-04-29T19:03:58.310Z,46.0146666666667,-112.465,-2,1.7,ml,14,115,0.06219,0.1,mb,mb90048533,2024-04-29T20:46:45.470Z,"5 km ENE of Butte, Montana",quarry blast,0.42,31.61,0.229141872430675,13,reviewed,mb,mb
2024-04-29T19:02:05.683Z,59.735,-139.0028,0,1.7,ml,,,,0.51,ak,ak0245irtbmg,2024-04-29T19:04:45.076Z,"45 km ENE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-29T18:59:23.160Z,45.94116666666667,-123.09883333333333,-0.3,1.55,ml,8,140,0.08499,0.27,uw,uw61992632,2024-04-29T21:16:42.180Z,"11 km NE of Vernonia, Oregon",explosion,1.08,31.61,0.16295308435148437,6,reviewed,uw,uw
2024-04-29T18:40:49.940Z,55.0495,-162.233833333333,0.42,1.02,ml,9,150,0.06357,0.18,av,av93109816,2024-04-29T19:29:03.000Z,"5 km ESE of King Cove, Alaska",earthquake,0.44,2.03,0.241472333316881,8,reviewed,av,av
2024-04-29T18:36:50.310Z,36.9336662,-121.6595001,6.49,1.33,md,12,130,0.003365,0.07,nc,nc74042991,2024-04-29T18:38:28.080Z,"5 km NNW of Aromas, CA",earthquake,0.4,0.55,0.12,9,automatic,nc,nc
2024-04-29T18:32:49.780Z,38.8333321,-122.7990036,2.04,1.09,md,11,60,0.01316,0.01,nc,nc74042986,2024-04-29T18:34:23.798Z,"7 km W of Cobb, CA",earthquake,0.25,0.9,0.07,14,automatic,nc,nc
2024-04-29T18:32:36.167Z,65.4461,-148.246,12.6,1,ml,,,,0.16,ak,ak0245ireduo,2024-04-29T18:34:31.170Z,"16 km ESE of Livengood, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-29T18:32:20.900Z,19.3893333333333,-155.2445,1.67,1.37,md,18,80,0.007469,0.1,hv,hv74196952,2024-04-29T23:13:17.854Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.2,0.144382302100128,17,reviewed,hv,hv
2024-04-29T18:32:01.400Z,19.3845,-155.242,1.64,2.2,ml,32,69,0.008846,0.1,hv,hv74196962,2024-04-29T19:08:50.200Z,"6 km S of Volcano, Hawaii",earthquake,0.21,0.16,0.231750110321677,19,reviewed,hv,hv
2024-04-29T18:24:10.850Z,19.3766666666667,-155.233833333333,1.8,1.38,md,10,105,0.0071,0.07,hv,hv74196922,2024-04-29T19:17:23.760Z,"7 km S of Volcano, Hawaii",earthquake,0.37,0.25,0.229250044465694,16,reviewed,hv,hv
2024-04-29T18:23:21.645Z,63.0095,-150.3644,93.8,1.9,ml,,,,0.5,ak,ak0245ircfat,2024-04-29T18:25:21.336Z,"60 km NNE of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-04-29T18:18:34.580Z,44.847,-111.459,15.11,1.11,ml,14,74,0.02631,0.24,mb,mb90048493,2024-04-29T19:40:21.390Z,"22 km WNW of Hebgen Lake Estates, Montana",earthquake,0.55,0.81,0.0843368315733172,8,reviewed,mb,mb
2024-04-29T18:18:32.610Z,19.3821666666667,-155.238833333333,1.72,1.28,md,9,110,0.008716,0.08,hv,hv74196907,2024-04-29T20:22:19.940Z,"6 km S of Volcano, Hawaii",earthquake,0.24,0.37,0.162006084522496,15,reviewed,hv,hv
2024-04-29T18:17:54.640Z,38.8143349,-122.8186646,2.63,1.07,md,21,51,0.009862,0.02,nc,nc74042981,2024-04-29T18:19:28.602Z,"7 km NW of The Geysers, CA",earthquake,0.23,0.46,0.15,22,automatic,nc,nc
2024-04-29T18:12:25.680Z,33.3558333,-116.3803333,11.37,1.43,ml,66,30,0.03106,0.18,ci,ci40561591,2024-04-29T20:11:28.990Z,"11 km N of Borrego Springs, CA",earthquake,0.14,0.27,0.261,29,reviewed,ci,ci
2024-04-29T17:59:34.610Z,19.3866666666667,-155.242833333333,2.07,1.47,ml,20,67,0.008084,0.09,hv,hv74196867,2024-04-29T19:21:47.550Z,"6 km S of Volcano, Hawaii",earthquake,0.22,0.16,0.247375658743576,10,reviewed,hv,hv
2024-04-29T17:59:31.910Z,38.8260002,-122.8058319,1.43,1.11,md,6,105,0.004213,0.01,nc,nc74042976,2024-04-29T18:01:08.359Z,"7 km NW of The Geysers, CA",earthquake,0.42,1.15,0.13,8,automatic,nc,nc
2024-04-29T17:58:35.719Z,36.20983333,-95.8795,0,1.09,ml,46,115,0.3365339606,0.55,ok,ok2024ikul,2024-04-29T18:08:53.895Z,"6 km SSW of Owasso, Oklahoma",quarry blast,,0.6,0.22,23,reviewed,ok,ok
2024-04-29T17:44:29.890Z,19.386,-155.2475,1.62,1.65,ml,17,74,0.00363,0.1,hv,hv74196822,2024-04-29T19:27:56.180Z,"6 km SSW of Volcano, Hawaii",earthquake,0.23,0.22,0.0927446078595723,7,reviewed,hv,hv
2024-04-29T17:44:25.220Z,19.3886661529541,-155.241333007812,1.5,2.29,ml,15,84,0.009928,0.230000004,hv,hv74196817,2024-04-29T17:47:04.630Z,"6 km S of Volcano, Hawaii",earthquake,0.29,0.280000001,0.33,13,automatic,hv,hv
2024-04-29T17:38:22.290Z,19.4016666412354,-155.490325927734,-2.07999992370605,2.14,ml,10,93,0.04293,0.189999998,hv,hv74196797,2024-04-29T17:41:00.320Z,"22 km N of Pāhala, Hawaii",earthquake,0.73,0.469999999,0.15,3,automatic,hv,hv
2024-04-29T17:31:25.690Z,17.8026,-66.9595,9,3.45,md,22,247,0.1871,0.28,pr,pr2024120001,2024-04-30T17:34:39.243Z,"19 km SSW of Guánica, Puerto Rico",earthquake,0.98,1.07,0.14,17,reviewed,pr,pr
2024-04-29T17:28:54.570Z,18.8938333333333,-64.8151666666667,15.13,3.14,md,5,285,0.5061,0.27,pr,pr71447278,2024-04-29T18:02:13.040Z,"62 km NNE of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.09,4,0.069863479295464,5,reviewed,pr,pr
2024-04-29T17:28:46.150Z,34.5711667,-116.5688333,3.54,1.51,ml,27,43,0.08576,0.17,ci,ci40561543,2024-04-30T15:52:26.037Z,"39 km ENE of Lucerne Valley, CA",earthquake,0.21,0.7,0.176,20,reviewed,ci,ci
2024-04-29T17:16:36.600Z,19.383,-155.243,1.46,1.37,md,23,78,0.008232,0.1,hv,hv74196742,2024-04-29T18:47:05.700Z,"6 km S of Volcano, Hawaii",earthquake,0.21,0.17,0.150087160136527,19,reviewed,hv,hv
2024-04-29T17:16:18.670Z,19.3775,-155.233333333333,1.83,1.27,md,20,79,0.007903,0.11,hv,hv74196737,2024-04-29T18:41:44.200Z,"7 km S of Volcano, Hawaii",earthquake,0.33,0.22,0.196651204049604,19,reviewed,hv,hv
2024-04-29T17:15:19.730Z,17.8066666666667,-66.9555,11.43,2.77,md,18,252,0.1706,0.14,pr,pr71447253,2024-04-29T17:55:05.660Z,"18 km SSW of Guánica, Puerto Rico",earthquake,0.61,0.49,0.0739113104713032,6,reviewed,pr,pr
2024-04-29T17:12:50.811Z,60.8793,-151.7909,76.9,1,ml,,,,0.26,ak,ak0245iqop21,2024-04-29T17:15:09.171Z,"34 km NW of Nikiski, Alaska",earthquake,,1.6,,,automatic,ak,ak
2024-04-29T17:10:58.319Z,63.225,-150.4523,121.5,2.2,ml,,,,0.52,ak,ak0245iqoa74,2024-04-29T17:13:22.929Z,"72 km ESE of Denali National Park, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-04-29T17:08:32.730Z,42.1531666666667,-112.093333333333,7.44,1.94,ml,11,260,0.1285,0.17,uu,uu80067841,2024-04-29T19:37:14.490Z,"8 km WSW of Clifton, Idaho",earthquake,1.83,0.91,0.000598659490153142,2,reviewed,uu,uu
2024-04-29T17:07:30.340Z,35.502,-118.386,8.59,1.86,ml,30,40,0.1757,0.12,ci,ci40561519,2024-04-30T15:44:23.740Z,"14 km SE of Bodfish, CA",earthquake,0.14,0.53,0.161,19,reviewed,ci,ci
2024-04-29T17:06:28.545Z,59.6486,-152.4152,65.1,1.1,ml,,,,0.44,ak,ak0245iqnbwl,2024-04-30T12:08:03.805Z,"35 km WSW of Anchor Point, Alaska",earthquake,,1,,,reviewed,ak,ak
2024-04-29T16:53:32.560Z,18.0271666666667,-66.741,5.3,2.39,md,6,166,0.1292,0.19,pr,pr71447238,2024-04-29T17:04:58.100Z,"3 km ENE of Magas Arriba, Puerto Rico",earthquake,2.23,1.68,0.145316334460583,4,reviewed,pr,pr
2024-04-29T16:36:03.530Z,61.4168,-150.9472,74.5,1.4,ml,,,,0.45,ak,ak0245iq8azl,2024-04-29T16:37:57.472Z,"27 km WSW of Susitna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-04-29T16:21:46.437Z,24.0646,121.6691,25.217,4.2,mwr,53,82,0.659,0.76,us,us6000muxm,2024-04-29T17:20:41.040Z,"11 km NE of Hualien City, Taiwan",earthquake,3.22,4.947,0.06,27,reviewed,us,us
2024-04-29T16:18:26.805Z,30.461,-103.603,4.2944,1.8,ml,6,89,0.1,0.6,tx,tx2024ikrd,2024-04-29T16:42:31.427Z,"12 km NNE of Alpine, Texas",earthquake,0,2.10081746675562,0.1,6,automatic,tx,tx
2024-04-29T16:14:41.687Z,45.2908,148.475,151.43,4.3,mb,54,163,4.309,0.78,us,us6000muxb,2024-04-29T17:12:37.040Z,"47 km E of Kuril’sk, Russia",earthquake,10.54,8.375,0.06,78,reviewed,us,us
2024-04-29T16:14:25.164Z,63.1336,-150.5566,115.6,1.8,ml,,,,0.29,ak,ak0245iq3mwk,2024-04-29T16:16:43.653Z,"71 km N of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-04-29T16:13:13.380Z,19.3958333333333,-155.278333333333,1.47,1.45,ml,24,43,0.004452,0.11,hv,hv74196572,2024-04-29T18:33:26.610Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.14,0.158710758933554,7,reviewed,hv,hv
2024-04-29T16:07:43.535Z,59.9742,-152.8342,106.7,1.4,ml,,,,0.44,ak,ak0245iq2asd,2024-04-30T12:03:56.385Z,"60 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-04-29T16:04:38.264Z,67.3135,-156.3292,2.1,2.5,ml,,,,0.41,ak,ak0245iq1ir6,2024-04-29T16:13:26.872Z,"51 km NNE of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-04-29T16:03:10.610Z,19.3873333333333,-155.243333333333,1.61,1.37,md,19,67,0.007745,0.09,hv,hv74196542,2024-04-29T16:15:12.970Z,"6 km S of Volcano, Hawaii",earthquake,0.22,0.17,0.151730743790527,15,reviewed,hv,hv
2024-04-29T16:01:39.430Z,18.7693333333333,-66.0465,49.92,2.86,md,13,224,0.4591,0.19,pr,pr71447228,2024-04-29T16:45:47.400Z,"34 km N of San Juan, Puerto Rico",earthquake,2.1,3.98,0.111848001384737,9,reviewed,pr,pr
2024-04-29T15:59:23.070Z,8.6728,126.6329,43.893,4.9,mb,79,84,1.904,0.81,us,us6000mux4,2024-04-29T16:58:36.040Z,"39 km ESE of Marihatag, Philippines",earthquake,7.89,6.623,0.047,141,reviewed,us,us
2024-04-29T15:58:09.990Z,19.3708324432373,-155.103500366211,5.40999984741211,2.11,ml,11,223,0.01327,0.330000013,hv,hv74196527,2024-04-29T16:00:46.820Z,"11 km SSE of Fern Forest, Hawaii",earthquake,2.49,1.22000003,0.13,5,automatic,hv,hv
2024-04-29T15:50:51.279Z,-18.3007,-177.9877,567.784,4.3,mb,64,56,3.106,0.67,us,us6000muwz,2024-04-29T16:49:20.040Z,"286 km E of Levuka, Fiji",earthquake,13.62,8.342,0.073,53,reviewed,us,us
2024-04-29T15:47:46.100Z,19.3929996490479,-155.242004394531,2.53999996185303,1.75999999,md,18,69,0.01152,0.140000001,hv,hv74196507,2024-04-29T15:49:26.540Z,"5 km S of Volcano, Hawaii",earthquake,0.27,0.25999999,0.439999998,15,automatic,hv,hv
2024-04-29T15:44:39.538Z,61.5833,-146.2419,32.7,1.8,ml,,,,0.63,ak,ak0245iponw1,2024-04-29T15:46:36.220Z,"50 km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-04-29T15:28:26.370Z,19.3971672058105,-155.277328491211,1.37000000476837,1.72,ml,17,49,0.003912,0.150000006,hv,hv74196437,2024-04-29T15:31:10.390Z,"6 km SW of Volcano, Hawaii",earthquake,0.25,0.189999998,0.19,8,automatic,hv,hv
2024-04-29T15:12:37.880Z,19.3898333333333,-155.278166666667,1.35,1.31,md,24,61,0.004691,0.09,hv,hv74196392,2024-04-29T16:23:03.460Z,"7 km SW of Volcano, Hawaii",earthquake,0.19,0.16,0.201547387191412,21,reviewed,hv,hv
2024-04-29T15:09:42.200Z,19.3981666564941,-155.252670288086,1.30999994277954,1.79,ml,12,86,0.01266,0.25999999,hv,hv74196382,2024-04-29T15:12:26.500Z,"5 km SSW of Volcano, Hawaii",earthquake,0.42,0.790000021,0.23,8,automatic,hv,hv
2024-04-29T15:09:13.770Z,19.3858337402344,-155.238830566406,2.55999994277954,1.79,ml,16,75,0.01178,0.189999998,hv,hv74196372,2024-04-29T15:11:56.730Z,"6 km S of Volcano, Hawaii",earthquake,0.41,0.270000011,0.19,8,automatic,hv,hv
2024-04-29T14:57:16.449Z,36.39883333,-98.86916667,7.88,1.37,ml,32,116,0.07468534419,0.25,ok,ok2024ikol,2024-04-29T15:24:21.531Z,"16 km ESE of Quinlan, Oklahoma",earthquake,,0.5,0.24,11,reviewed,ok,ok
2024-04-29T14:57:02.840Z,19.3893333333333,-155.275666666667,1.74,2.31,ml,33,50,0.0063,0.12,hv,hv74196347,2024-04-29T18:26:11.490Z,"7 km SW of Volcano, Hawaii",earthquake,0.18,0.16,0.261078931324094,14,reviewed,hv,hv
2024-04-29T14:56:32.710Z,19.3925,-155.277,1.74,1.61,ml,30,48,0.004264,0.09,hv,hv74196352,2024-04-29T18:19:09.510Z,"7 km SW of Volcano, Hawaii",earthquake,0.18,0.16,0.165655642353002,13,reviewed,hv,hv
2024-04-29T14:55:48.470Z,19.3385,-155.249166666667,5.06,1.51,md,10,225,0.03556,0.11,hv,hv74196342,2024-04-30T02:29:23.340Z,"11 km S of Volcano, Hawaii",earthquake,0.63,1.03,0.199794995983587,16,reviewed,hv,hv
